date,location,scrape_date,team_1,team_2,rank_1,rank_2,elo_1,elo_2,elo_diff_1,team_1_w,draw,team_2_w,team_1_odds,draw_odds,team_2_odds
2024-07-06,Copa América in the United States,2024-07-06,Brazil,Uruguay,6,5,2021,2027,-6,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-07-06,Copa América in the United States,2024-07-06,Colombia,Panama,4,31,2030,1747,283,0.6589861751152074,0.22580645161290322,0.1152073732718894,1.5174825174825175,4.428571428571429,8.68
2024-07-07,COSAFA Cup in South Africa,2024-07-06,Angola,Namibia,77,106,1527,1402,125,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-07-07,COSAFA Cup in South Africa,2024-07-06,Comoros,Mozambique,125,100,1339,1424,-85,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-07-09,Euro Championship in Germany,2024-07-06,France,Spain,3,2,2069,2112,-43,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-07-09,Copa América in the United States,2024-07-06,Argentina,Canada,1,31,2142,1747,395,0.7521367521367521,0.16666666666666666,0.0811965811965812,1.3295454545454546,6.0,12.31578947368421
2024-07-10,Euro Championship in Germany,2024-07-06,England,Netherlands,8,7,1971,1989,-18,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-07-27,Friendly in the United States,2024-07-06,El Salvador,Guatemala,110,86,1389,1485,-96,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-04,CONCACAF League C in Anguilla,2024-07-06,Anguilla,Turks and Caicos,233,219,599,690,-91,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-04,CONCACAF League C in the Br Virgin Islands,2024-07-06,British Virgin Islands,Cayman Islands,227,207,651,825,-174,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-04,CONCACAF League C in the US Virgin Isl,2024-07-06,US Virgin Islands,Bahamas,230,209,618,810,-192,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-05,World Cup qualifier in Australia,2024-07-06,Australia,Bahrain,27,92,1774,1453,321,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-05,World Cup qualifier in Iran,2024-07-06,Iran,Kyrgyzstan,21,145,1807,1279,528,0.8936170212765957,0.06382978723404255,0.0425531914893617,1.119047619047619,15.666666666666668,23.5
2024-09-05,World Cup qualifier in Iraq,2024-07-06,Iraq,Oman,51,76,1660,1529,131,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-05,World Cup qualifier in Japan,2024-07-06,Japan,China,17,107,1856,1396,460,0.8354430379746836,0.13924050632911392,0.02531645569620253,1.196969696969697,7.1818181818181825,39.5
2024-09-05,World Cup qualifier in Jordan,2024-07-06,Jordan,Kuwait,53,127,1635,1334,301,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-05,World Cup qualifier in Qatar,2024-07-06,Qatar,United Arab Emirates,55,83,1631,1501,130,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-05,World Cup qualifier in Saudi Arabia,2024-07-06,Saudi Arabia,Indonesia,63,129,1587,1330,257,0.6589861751152074,0.22580645161290322,0.1152073732718894,1.5174825174825175,4.428571428571429,8.68
2024-09-05,World Cup qualifier in South Korea,2024-07-06,South Korea,Palestine,35,103,1738,1406,332,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-05,World Cup qualifier in Uzbekistan,2024-07-06,Uzbekistan,North Korea,46,108,1680,1395,285,0.6589861751152074,0.22580645161290322,0.1152073732718894,1.5174825174825175,4.428571428571429,8.68
2024-09-05,Asian Cup qualifier in Brunei,2024-07-06,Brunei,Macao,228,225,640,665,-25,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-09-05,Asian Cup qualifier in East Timor,2024-07-06,East Timor,Mongolia,231,210,610,790,-180,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-05,Asian Cup qualifier in Sri Lanka,2024-07-06,Sri Lanka,Cambodia,220,205,688,842,-154,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-05,European League A in Denmark,2024-07-06,Denmark,Switzerland,19,13,1816,1904,-88,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-05,European League A in Portugal,2024-07-06,Portugal,Croatia,9,12,1960,1916,44,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-05,European League A in Scotland,2024-07-06,Scotland,Poland,36,39,1735,1730,5,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-05,European League A in Serbia,2024-07-06,Serbia,Spain,24,2,1789,2112,-323,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-05,European League C in Azerbaijan,2024-07-06,Azerbaijan,Sweden,84,47,1493,1675,-182,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-05,European League C in Belarus,2024-07-06,Belarus,Bulgaria,96,85,1433,1488,-55,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-05,European League C in Estonia,2024-07-06,Estonia,Slovakia,113,43,1371,1685,-314,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-05,European League C in Northern Ireland,2024-07-06,Northern Ireland,Luxembourg,78,79,1518,1511,7,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-05,European League D in San Marino,2024-07-06,San Marino,Liechtenstein,212,191,774,968,-194,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-05,World Cup qualifier in Argentina,2024-07-06,Argentina,Chile,1,40,2142,1723,419,0.7701863354037267,0.18633540372670807,0.043478260869565216,1.2983870967741935,5.366666666666667,23.0
2024-09-05,World Cup qualifier in Bolivia,2024-07-06,Bolivia,Venezuela,73,18,1551,1820,-269,0.1140215716486903,0.23112480739599384,0.6548536209553159,8.77027027027027,4.326666666666667,1.5270588235294118
2024-09-05,World Cup qualifier in Brazil,2024-07-06,Brazil,Ecuador,6,16,2021,1871,150,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-05,World Cup qualifier in Peru,2024-07-06,Peru,Colombia,41,4,1710,2030,-320,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-05,World Cup qualifier in Uruguay,2024-07-06,Uruguay,Paraguay,5,49,2027,1661,366,0.7521367521367521,0.16666666666666666,0.0811965811965812,1.3295454545454546,6.0,12.31578947368421
2024-09-05,CONCACAF League A in Costa Rica,2024-07-06,Costa Rica,Guadeloupe,49,130,1661,1327,334,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-05,CONCACAF League A in Guatemala,2024-07-06,Guatemala,Martinique,86,95,1485,1437,48,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-05,CONCACAF League A in Guyana,2024-07-06,Guyana,Suriname,146,135,1274,1319,-45,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-09-05,CONCACAF League B in Bonaire,2024-07-06,Bonaire,St Vincent/Gren,206,178,827,1071,-244,0.15625,0.23567708333333334,0.6080729166666666,6.4,4.2430939226519335,1.644539614561028
2024-09-05,CONCACAF League B in Montserrat,2024-07-06,Montserrat,El Salvador,185,110,1015,1389,-374,0.07956989247311828,0.16989247311827957,0.7505376344086021,12.567567567567567,5.886075949367089,1.332378223495702
2024-09-06,European League A in Belgium,2024-07-06,Belgium,Israel,10,66,1934,1567,367,0.7521367521367521,0.16666666666666666,0.0811965811965812,1.3295454545454546,6.0,12.31578947368421
2024-09-06,European League A in France,2024-07-06,France,Italy,3,14,2069,1891,178,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-06,European League B in Iceland,2024-07-06,Iceland,Montenegro,68,71,1562,1555,7,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-06,European League B in Kazakhstan,2024-07-06,Kazakhstan,Norway,92,37,1453,1734,-281,0.1140215716486903,0.23112480739599384,0.6548536209553159,8.77027027027027,4.326666666666667,1.5270588235294118
2024-09-06,European League B in Slovenia,2024-07-06,Slovenia,Austria,29,15,1771,1876,-105,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-06,European League B in Wales,2024-07-06,Wales,Turkey,44,22,1684,1805,-121,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-06,European League C in Kosovo,2024-07-06,Kosovo,Romania,81,45,1505,1682,-177,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-06,European League C in Lithuania,2024-07-06,Lithuania,Cyprus,117,138,1356,1315,41,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-06,CONCACAF League A in French Guiana,2024-07-06,French Guiana,Nicaragua,143,122,1288,1349,-61,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-06,CONCACAF League A in Honduras,2024-07-06,Honduras,Trinidad and Tobago,79,102,1511,1413,98,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-06,CONCACAF League A in Jamaica,2024-07-06,Jamaica,Cuba,61,141,1589,1295,294,0.6589861751152074,0.22580645161290322,0.1152073732718894,1.5174825174825175,4.428571428571429,8.68
2024-09-06,CONCACAF League B in Puerto Rico,2024-07-06,Puerto Rico,Haiti,165,82,1148,1502,-354,0.07956989247311828,0.16989247311827957,0.7505376344086021,12.567567567567567,5.886075949367089,1.332378223495702
2024-09-06,CONCACAF League B in Saint Lucia,2024-07-06,Saint Lucia,Curaçao,174,118,1084,1355,-271,0.1140215716486903,0.23112480739599384,0.6548536209553159,8.77027027027027,4.326666666666667,1.5270588235294118
2024-09-06,CONCACAF League B in Saint Martin,2024-07-06,Saint Martin,Grenada,194,175,942,1083,-141,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-06,CONCACAF League B in Sint Maarten,2024-07-06,Sint Maarten,Aruba,204,189,855,992,-137,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-07,European League A in Germany,2024-07-06,Germany,Hungary,10,23,1934,1801,133,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-07,European League A in the Netherlands,2024-07-06,Netherlands,Bosnia/Herzegovina,7,89,1989,1476,513,0.8936170212765957,0.06382978723404255,0.0425531914893617,1.119047619047619,15.666666666666668,23.5
2024-09-07,European League B in Georgia,2024-07-06,Georgia,Czechia,42,38,1704,1732,-28,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-09-07,European League B in Greece,2024-07-06,Greece,Finland,34,57,1739,1627,112,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-07,European League B in Ireland,2024-07-06,Ireland,England,59,8,1619,1971,-352,0.07956989247311828,0.16989247311827957,0.7505376344086021,12.567567567567567,5.886075949367089,1.332378223495702
2024-09-07,European League B in Czechia,2024-07-06,Ukraine,Albania,19,55,1816,1631,185,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-07,European League C in Armenia,2024-07-06,Armenia,Latvia,90,134,1462,1321,141,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-07,European League C in the Faroe Islands,2024-07-06,Faroe Islands,North Macedonia,152,74,1246,1547,-301,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-07,European League D in Moldova,2024-07-06,Moldova,Malta,120,151,1350,1257,93,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-07,Friendly in the United States,2024-07-06,United States,Canada,31,31,1747,1747,0,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-07,CONCACAF League B in Bermuda,2024-07-06,Bermuda,Dominican Republic,168,159,1126,1208,-82,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-07,CONCACAF League B in Dominica,2024-07-06,Dominica,Antigua and Barbuda,186,190,1008,988,20,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-07,CONCACAF League C in the Bahamas,2024-07-06,Bahamas,Barbados,209,195,810,930,-120,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-07,CONCACAF League C in the Cayman Islands,2024-07-06,Cayman Islands,Saint Kitts and Nevis,207,176,825,1082,-257,0.1140215716486903,0.23112480739599384,0.6548536209553159,8.77027027027027,4.326666666666667,1.5270588235294118
2024-09-07,CONCACAF League C in Turks and Caicos,2024-07-06,Turks and Caicos,Belize,219,182,690,1039,-349,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-07,Friendly in the United States,2024-07-06,Mexico,New Zealand,25,65,1785,1571,214,0.6096605744125326,0.2362924281984334,0.15404699738903394,1.640256959314775,4.232044198895028,6.491525423728814
2024-09-08,European League A in Croatia,2024-07-06,Croatia,Poland,12,39,1916,1730,186,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-08,European League A in Denmark,2024-07-06,Denmark,Serbia,19,24,1816,1789,27,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-08,European League A in Portugal,2024-07-06,Portugal,Scotland,9,36,1960,1735,225,0.6096605744125326,0.2362924281984334,0.15404699738903394,1.640256959314775,4.232044198895028,6.491525423728814
2024-09-08,European League A in Switzerland,2024-07-06,Switzerland,Spain,13,2,1904,2112,-208,0.15625,0.23567708333333334,0.6080729166666666,6.4,4.2430939226519335,1.644539614561028
2024-09-08,European League C in Bulgaria,2024-07-06,Bulgaria,Northern Ireland,85,78,1488,1518,-30,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-09-08,European League C in Luxembourg,2024-07-06,Luxembourg,Belarus,79,96,1511,1433,78,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-08,European League C in Slovakia,2024-07-06,Slovakia,Azerbaijan,43,84,1685,1493,192,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-08,European League C in Sweden,2024-07-06,Sweden,Estonia,47,113,1675,1371,304,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-08,European League D in Gibraltar,2024-07-06,Gibraltar,Liechtenstein,180,191,1057,968,89,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-08,CONCACAF League B in El Salvador,2024-07-06,El Salvador,Bonaire,110,206,1389,827,562,0.8629032258064516,0.08064516129032258,0.056451612903225805,1.158878504672897,12.4,17.714285714285715
2024-09-08,CONCACAF League B in St Vincent/Gren,2024-07-06,St Vincent/Gren,Montserrat,178,185,1071,1015,56,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-09,European League A in France,2024-07-06,France,Belgium,3,10,2069,1934,135,0.47880539499036606,0.28901734104046245,0.2321772639691715,2.0885311871227366,3.4599999999999995,4.3070539419087135
2024-09-09,European League A in Israel,2024-07-06,Israel,Italy,66,14,1567,1891,-324,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-09,European League B in Montenegro,2024-07-06,Montenegro,Wales,71,44,1555,1684,-129,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-09,European League B in Norway,2024-07-06,Norway,Austria,37,15,1734,1876,-142,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
2024-09-09,European League B in Slovenia,2024-07-06,Slovenia,Kazakhstan,29,92,1771,1453,318,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-09,European League B in Turkey,2024-07-06,Turkey,Iceland,22,68,1805,1562,243,0.6096605744125326,0.2362924281984334,0.15404699738903394,1.640256959314775,4.232044198895028,6.491525423728814
2024-09-09,European League C in Cyprus,2024-07-06,Cyprus,Kosovo,138,81,1315,1505,-190,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-09,European League C in Romania,2024-07-06,Romania,Lithuania,45,117,1682,1356,326,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-09,CONCACAF League A in Guadeloupe,2024-07-06,Guadeloupe,Suriname,130,135,1327,1319,8,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-09,CONCACAF League A in Guatemala,2024-07-06,Guatemala,Costa Rica,86,49,1485,1661,-176,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-09,CONCACAF League A in Martinique,2024-07-06,Martinique,Guyana,95,146,1437,1274,163,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-09,CONCACAF League B in Aruba,2024-07-06,Aruba,Puerto Rico,189,165,992,1148,-156,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-09,CONCACAF League B in Curaçao,2024-07-06,Curaçao,Saint Martin,118,194,1355,942,413,0.7701863354037267,0.18633540372670807,0.043478260869565216,1.2983870967741935,5.366666666666667,23.0
2024-09-09,CONCACAF League B in Grenada,2024-07-06,Grenada,Saint Lucia,175,174,1083,1084,-1,0.3103161397670549,0.3136439267886855,0.37603993344425957,3.222520107238606,3.1883289124668437,2.65929203539823
2024-09-09,CONCACAF League B in Haiti,2024-07-06,Haiti,Sint Maarten,82,204,1502,855,647,0.9368421052631579,0.06315789473684211,0.0,1.0674157303370786,15.833333333333332,inf
2024-09-10,World Cup qualifier in Bahrain,2024-07-06,Bahrain,Japan,92,17,1453,1856,-403,0.04,0.18769230769230769,0.7723076923076924,25.0,5.327868852459017,1.294820717131474
2024-09-10,World Cup qualifier in China,2024-07-06,China,Saudi Arabia,107,63,1396,1587,-191,0.1875,0.25646551724137934,0.5560344827586207,5.333333333333333,3.8991596638655457,1.7984496124031009
2024-09-10,World Cup qualifier in Indonesia,2024-07-06,Indonesia,Australia,129,27,1330,1774,-444,0.04,0.18769230769230769,0.7723076923076924,25.0,5.327868852459017,1.294820717131474
2024-09-10,World Cup qualifier in Kuwait,2024-07-06,Kuwait,Iraq,127,51,1334,1660,-326,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-10,World Cup qualifier in North Korea,2024-07-06,North Korea,Qatar,108,55,1395,1631,-236,0.15625,0.23567708333333334,0.6080729166666666,6.4,4.2430939226519335,1.644539614561028
2024-09-10,World Cup qualifier in Oman,2024-07-06,Oman,South Korea,76,35,1529,1738,-209,0.15625,0.23567708333333334,0.6080729166666666,6.4,4.2430939226519335,1.644539614561028
2024-09-10,World Cup qualifier in Palestine,2024-07-06,Palestine,Jordan,103,53,1406,1635,-229,0.15625,0.23567708333333334,0.6080729166666666,6.4,4.2430939226519335,1.644539614561028
2024-09-10,World Cup qualifier in UAE,2024-07-06,United Arab Emirates,Iran,83,21,1501,1807,-306,0.10124333925399645,0.17939609236234458,0.7193605683836589,9.87719298245614,5.574257425742575,1.3901234567901235
2024-09-10,Asian Cup qualifier in Cambodia,2024-07-06,Cambodia,Sri Lanka,205,220,842,688,154,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-10,Asian Cup qualifier in Macao,2024-07-06,Macao,Brunei,225,228,665,640,25,0.376139188069594,0.3115161557580779,0.3123446561723281,2.6585903083700444,3.210106382978723,3.2015915119363396
2024-09-10,Asian Cup qualifier in Mongolia,2024-07-06,Mongolia,East Timor,210,231,790,610,180,0.5538954108858057,0.25933831376734257,0.18676627534685167,1.8053949903660886,3.8559670781893005,5.354285714285714
2024-09-10,European League A in Hungary,2024-07-06,Hungary,Bosnia/Herzegovina,23,89,1801,1476,325,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-10,European League A in the Netherlands,2024-07-06,Netherlands,Germany,7,10,1989,1934,55,0.4188963210702341,0.2842809364548495,0.2968227424749164,2.3872255489021956,3.51764705882353,3.3690140845070418
2024-09-10,European League B in Albania,2024-07-06,Albania,Georgia,55,42,1631,1704,-73,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-10,European League B in Czechia,2024-07-06,Czechia,Ukraine,38,19,1732,1816,-84,0.2950955943474647,0.28345802161263506,0.42144638403990026,3.388732394366197,3.5278592375366573,2.3727810650887573
2024-09-10,European League B in England,2024-07-06,England,Finland,8,57,1971,1627,344,0.7140319715808171,0.18650088809946713,0.0994671403197158,1.4004975124378107,5.361904761904762,10.053571428571429
2024-09-10,European League B in Ireland,2024-07-06,Ireland,Greece,59,34,1619,1739,-120,0.2293488824101069,0.2915451895043732,0.47910592808551994,4.360169491525424,3.4299999999999997,2.0872210953346855
